gene_id,baseMean,log2FoldChange,lfcSE,pvalue,padj,gene_name,symbol,gene_biotype
ENSG00000163661,8580.741834861676,2.234807307571817,0.13310342216011534,3.710944394557775e-65,1.8851597524353497e-62,PTX3,PTX3,protein_coding
ENSG00000197381,1972.1319159432262,2.294793056348055,0.13752587353359924,2.612145118967498e-64,1.281212143868748e-61,ADARB1,ADARB1,protein_coding
ENSG00000148175,11218.077134981237,1.4286813029975236,0.08553144393103929,7.669218525144616e-64,3.6362321433885676e-61,STOM,STOM,protein_coding
ENSG00000116285,3237.3107893611764,2.398553438915502,0.1455862408807332,6.944628845633662e-63,3.186464538719135e-60,ERRFI1,ERRFI1,protein_coding
ENSG00000172403,8030.067601240824,1.7229534506837902,0.10479750454053993,4.109687944865707e-62,1.8267562914928067e-59,SYNPO2,SYNPO2,protein_coding
ENSG00000163083,419.1449307947152,3.41401529841142,0.21033552137467496,2.936868978679436e-61,1.2658795258404938e-58,INHBB,INHBB,protein_coding
ENSG00000166741,7444.096038805379,2.160619008168599,0.13641934364550692,2.4815437508185688e-58,1.0381611268130389e-55,NNMT,NNMT,protein_coding
ENSG00000105989,335.945670533723,-3.0298754081433255,0.1906146694700155,3.1645806435253092e-58,1.2860855735286855e-55,WNT2,WNT2,protein_coding
ENSG00000070404,2132.005778779081,1.791104875026622,0.114589157397417,1.7418254820981572e-56,6.882146015934496e-54,FSTL3,FSTL3,protein_coding
ENSG00000122035,944.9804959596861,2.260592888522879,0.14522821523382687,3.24320319953465e-56,1.246792494869753e-53,RASL11A,RASL11A,protein_coding
ENSG00000119139,5039.716343765461,1.903866224676481,0.12328103399368176,2.4169103402460498e-55,9.046877020963108e-53,TJP2,TJP2,protein_coding
ENSG00000136478,3710.091765231356,1.4430829855306726,0.09392426296787233,1.5475354640797453e-54,5.644139600274435e-52,TEX2,TEX2,protein_coding
ENSG00000172986,760.7918807055723,-1.57142849239818,0.1039402873227433,9.578505890996674e-53,3.4061166948384173e-50,GXYLT2,GXYLT2,protein_coding
ENSG00000145685,2028.6730864507276,-1.2422942920819526,0.08269442852645505,6.6008942552940534e-52,2.290027314324454e-49,LHFPL2,LHFPL2,protein_coding
ENSG00000196569,17209.529485108742,2.0012115293755985,0.13498966117970448,1.1986166862121891e-51,4.0593151773052806e-49,LAMA2,LAMA2,protein_coding
ENSG00000221866,848.0230185802033,2.7162623463092235,0.18397189257011085,1.6420531950953662e-51,5.4317592202410434e-49,PLXNA4,PLXNA4,protein_coding
ENSG00000157150,167.7672761948348,2.9091841888714423,0.19527828381431303,1.9000739317019254e-51,6.142420819210951e-49,TIMP4,TIMP4,protein_coding
ENSG00000108821,101529.80499514341,-1.3199962954776556,0.08751980973600511,2.0253339765611895e-51,6.401855662801414e-49,COL1A1,COL1A1,protein_coding
ENSG00000060718,364.4812680598099,2.3959657909768977,0.161460372868388,2.465345761659941e-51,7.623277850837173e-49,COL11A1,COL11A1,protein_coding
ENSG00000100242,2240.430898942386,1.8339271228059282,0.12385963513054096,4.6148733413730936e-51,1.3966374129295934e-48,SUN2,SUN2,protein_coding
ENSG00000099337,530.7167099325591,2.6842217243379807,0.18239597811677113,8.330240750038181e-51,2.4685280089279807e-48,KCNK6,KCNK6,protein_coding
ENSG00000134686,2744.137028167662,1.3667847421967096,0.09226449454510499,8.511928488388451e-51,2.4708912412007616e-48,PHC2,PHC2,protein_coding
ENSG00000126803,449.69319049167285,2.4271493547587366,0.16522740150631918,2.1306771039432922e-50,6.061350225297878e-48,HSPA2,HSPA2,protein_coding
ENSG00000138316,804.438349382141,-2.4973430500086127,0.1716675333506661,6.120628354008057e-50,1.7070552491649137e-47,ADAMTS14,ADAMTS14,protein_coding
ENSG00000133142,3062.6819704853833,1.5111831934473263,0.10454230916668612,6.614422715342889e-49,1.8092990135199472e-46,TCEAL4,TCEAL4,protein_coding
ENSG00000131389,745.1861227562625,-2.1135080725482087,0.14671291301396847,8.384862353507105e-49,2.2503072097412276e-46,SLC6A6,SLC6A6,protein_coding
ENSG00000102804,5410.913597811692,1.1811675246081896,0.08142328395225336,8.82759610848853e-49,2.282976855402561e-46,TSC22D1,TSC22D1,protein_coding
ENSG00000124440,197.35874050865505,2.4965621360154078,0.17219830372973322,8.821835481327128e-49,2.282976855402561e-46,HIF3A,HIF3A,protein_coding
ENSG00000103742,372.68749451485183,-2.186573061748011,0.1521322463932066,2.959711233729911e-48,7.517666533673975e-46,IGDCC4,IGDCC4,protein_coding
ENSG00000103196,3086.1700707906402,2.595072070995967,0.18322158969181984,5.31360242275713e-48,1.3259768572157441e-45,CRISPLD2,CRISPLD2,protein_coding
ENSG00000163171,1360.889644997948,1.4819573134797266,0.10351529939733824,1.0236423731464485e-47,2.510394675109497e-45,CDC42EP3,CDC42EP3,protein_coding
ENSG00000152268,1600.3011607928825,1.8852277204743226,0.13214173638754126,1.0415242768686832e-47,2.5109561549457882e-45,SPON1,SPON1,processed_transcript
ENSG00000141401,628.53368545917,2.2951075534410577,0.1615473601420767,1.7955870063480857e-47,4.256738263049195e-45,IMPA2,IMPA2,protein_coding
ENSG00000112837,2770.832528962505,-1.8248800549317512,0.129801520591732,1.490982589600957e-46,3.4766780908990185e-44,TBX18,TBX18,protein_coding
ENSG00000068383,1250.470627938535,1.357949772991541,0.09736805313145476,2.3490797519016858e-45,5.389243611459609e-43,INPP5A,INPP5A,protein_coding
ENSG00000164647,1924.9121743361552,1.5423409673079094,0.11082725592457406,2.4727368311035626e-45,5.582890267558266e-43,STEAP1,STEAP1,protein_coding
ENSG00000136999,438.87200676892246,-2.5366452747246666,0.18384266438413052,3.9297496559169826e-45,8.733868610275494e-43,NOV,NOV,protein_coding
ENSG00000196517,231.0989766748399,-2.218526481969271,0.16013766943261665,6.80012334021579e-45,1.4880762214035292e-42,SLC6A9,SLC6A9,protein_coding
ENSG00000156675,1635.4383953715835,1.5217087319405744,0.11056850145678275,1.9938528730260759e-44,4.2970550402913486e-42,RAB11FIP1,RAB11FIP1,protein_coding
ENSG00000227051,4640.334562707896,-1.1490187849277167,0.08360950715458461,3.1551703616365366e-44,6.698379585659417e-42,C14orf132,C14orf132,protein_coding
ENSG00000134363,2924.3153917603286,-1.799347892388772,0.13308957789419837,3.061318318901463e-43,6.403557612949178e-41,FST,FST,protein_coding
ENSG00000106484,681.7133723707464,-1.8548373535131415,0.1373106234686208,5.411713392508315e-43,1.1155972651454822e-40,MEST,MEST,protein_coding
ENSG00000124762,8058.3269167496655,-1.0103645300907786,0.07436988670043752,6.421330470154134e-43,1.3048143515353199e-40,CDKN1A,CDKN1A,protein_coding
ENSG00000126016,388.622055655117,-2.3607351437662945,0.1757896926935818,9.498256881073502e-43,1.9028620545970352e-40,AMOT,AMOT,protein_coding
ENSG00000167641,231.9751696157431,2.854750760270165,0.21344391489623393,1.1712985104698201e-42,2.3139652795726e-40,PPP1R14A,PPP1R14A,protein_coding
ENSG00000206538,12787.570418851368,1.342812358552137,0.09994648460306385,2.170449531261846e-42,4.229106045571028e-40,VGLL3,VGLL3,protein_coding
ENSG00000130513,453.48207235517253,-1.858586071030883,0.13886061492879997,3.012964480189588e-42,5.791406319759014e-40,GDF15,GDF15,protein_coding
ENSG00000185432,3891.825890685617,2.2162213657007053,0.16685808519975817,3.2696089120128095e-42,6.200922288596027e-40,METTL7A,METTL7A,protein_coding
ENSG00000149218,2030.992372221984,1.8968503618271348,0.14256071876840698,5.6956959080147513e-42,1.0659944552052871e-39,ENDOD1,ENDOD1,protein_coding
ENSG00000150907,679.9140824469669,2.1934345185346564,0.1655534744039822,9.349038358329081e-42,1.72702235855679e-39,FOXO1,FOXO1,protein_coding
ENSG00000151726,1463.2267640401326,1.5754593539677433,0.11891814598047458,2.092305643279774e-41,3.815507111539936e-39,ACSL1,ACSL1,protein_coding
ENSG00000196975,4920.808165379296,1.1617260516975105,0.08788539728247344,4.4223283301662877e-41,7.962430147884211e-39,ANXA4,ANXA4,protein_coding
ENSG00000163378,1809.6262006718925,1.2387779162074244,0.09374194457175217,5.320516633372013e-41,9.45987857413544e-39,EOGT,EOGT,protein_coding
ENSG00000013293,246.187751300923,-2.8611043691214646,0.2179579592314336,5.490967056971251e-41,9.642409310908528e-39,SLC7A14,SLC7A14,protein_coding
ENSG00000221869,1967.4717588302788,1.472922456408335,0.11223628940646026,1.1092258968057822e-40,1.9241011166055423e-38,CEBPD,CEBPD,protein_coding
ENSG00000169715,555.0526110537206,2.1926489873498283,0.16809642198056793,1.2867653861432536e-40,2.2051748015062215e-38,MT1E,MT1E,protein_coding
ENSG00000185950,1978.1545899385849,2.0906447459135786,0.16219962299985166,7.913034580579286e-40,1.3399405223114259e-37,IRS2,IRS2,protein_coding
ENSG00000145390,8458.23490778106,2.113138856750167,0.16422920478235975,8.027713420048105e-40,1.3433670080795794e-37,USP53,USP53,protein_coding
ENSG00000147027,12628.767429515814,1.1435206958467605,0.08872603701703838,4.517341374812978e-39,7.471472525039512e-37,TMEM47,TMEM47,protein_coding
ENSG00000131831,1019.9677847496537,1.4025243531216474,0.10928875485269479,8.574449746694503e-39,1.4018732551377312e-36,RAI2,RAI2,protein_coding
ENSG00000137672,656.6657119638785,1.9216857572034551,0.151604124067808,2.4796061056841397e-38,4.007945141733091e-36,TRPC6,TRPC6,protein_coding
ENSG00000119138,1686.0508729840612,2.043968390337624,0.16224929464996224,2.9782182583383375e-38,4.759795113101631e-36,KLF9,KLF9,protein_coding
ENSG00000138735,6889.322683766773,-1.1740716583209208,0.09242317181943857,3.352114975658068e-38,5.297831490417818e-36,PDE5A,PDE5A,protein_coding
ENSG00000020577,3112.5461458105706,1.1789833481304486,0.093044956116997,5.411177861299942e-38,8.458087241662679e-36,SAMD4A,SAMD4A,protein_coding
ENSG00000146122,1946.4527093207405,1.6494540235700417,0.13082296385210743,5.522204351213195e-38,8.537808118658314e-36,DAAM2,DAAM2,protein_coding
ENSG00000101825,4795.578352794224,-1.3206118365234911,0.10453671690457547,9.409761167966499e-38,1.4391875575608115e-35,MXRA5,MXRA5,protein_coding
ENSG00000163110,1317.0516345470126,1.5776295924568913,0.12575687879684885,1.990933526822493e-37,3.012663668672675e-35,PDLIM5,PDLIM5,protein_coding
ENSG00000071282,3668.161098977566,1.576767691722898,0.1266111256036601,4.924236546801592e-37,7.372877962284825e-35,LMCD1,LMCD1,protein_coding
ENSG00000162407,25995.887163828113,-1.0019768000064326,0.08026214145170332,1.0521137897358329e-36,1.5588819317919257e-34,PPAP2B,PPAP2B,protein_coding
ENSG00000246430,2166.252090634184,2.015297952992555,0.16385834607387892,1.3143271808289731e-36,1.9273185381558054e-34,LINC00968,LINC00968,lincRNA
ENSG00000137809,1122.3204295912467,-1.709126646950051,0.13854504199383122,1.6657744045352443e-36,2.417752564296869e-34,ITGA11,ITGA11,protein_coding
ENSG00000163513,13246.083095960797,1.4312648856667762,0.11591611375790399,2.3777064773274254e-36,3.4162118114651814e-34,TGFBR2,TGFBR2,protein_coding
ENSG00000046653,1091.7726774046619,2.3548505818201133,0.19312453757735182,4.0607190694448326e-36,5.77596680437833e-34,GPM6B,GPM6B,protein_coding
ENSG00000099998,507.02612434386145,2.337324321050473,0.19226635120654442,7.004337689649968e-36,9.864326663126846e-34,GGT5,GGT5,protein_coding
ENSG00000106617,1020.7131994243579,1.5885703799111555,0.13048702334935702,1.99184368308639e-35,2.7776455439432166e-33,PRKAG2,PRKAG2,protein_coding
ENSG00000163431,4948.700024137972,1.139166422025142,0.09367653004023559,3.5003868582163327e-35,4.8339322981814674e-33,LMOD1,LMOD1,protein_coding
ENSG00000214814,244.99296955722357,-3.029945945780471,0.2529618766350592,1.1699400559893805e-34,1.6001180150377834e-32,FER1L6,FER1L6,protein_coding
ENSG00000115457,1922.8544576218328,2.1735199552527913,0.18432029443642015,3.916513445745389e-34,5.305570214503087e-32,IGFBP2,IGFBP2,protein_coding
ENSG00000145777,153.3636590664782,-2.7558053060800467,0.23134542397187943,4.177437560331364e-34,5.605648288505031e-32,TSLP,TSLP,protein_coding
ENSG00000162772,374.2780981320329,1.8843091062874813,0.15837035377685124,5.567619319722645e-34,7.40129132745186e-32,ATF3,ATF3,protein_coding
ENSG00000119508,216.96133852654705,2.0401244128337885,0.17213471648052897,1.0420815276425638e-33,1.3724599675173913e-31,NR4A3,NR4A3,protein_coding
ENSG00000160200,836.0152238808276,1.216338827330837,0.10252310938184618,1.2522114182528535e-33,1.6340784599292285e-31,CBS,CBS,protein_coding
ENSG00000174306,3243.167510330782,1.1066583226623774,0.09386728423184726,3.373511862982496e-33,4.362257521733002e-31,ZHX3,ZHX3,protein_coding
ENSG00000103485,869.8246189367557,-1.2067710924071375,0.10285392702046596,6.536453107989812e-33,8.376081892616856e-31,QPRT,QPRT,protein_coding
ENSG00000173918,994.935015068333,1.227483153377665,0.10465716404905595,7.031787867701231e-33,8.930370591980564e-31,C1QTNF1,C1QTNF1,protein_coding
ENSG00000128923,1419.5684811609553,1.0153435390431178,0.08648530968432534,7.601869331099699e-33,9.568937111996648e-31,FAM63B,FAM63B,protein_coding
ENSG00000114098,1012.5702286721979,1.3195755913794969,0.11285321982235133,9.394821033348111e-33,1.1722099506872238e-30,ARMC8,ARMC8,protein_coding
ENSG00000139289,1985.7780938864375,-0.9890825648205388,0.08454562499279848,1.0779951566162335e-32,1.3333394006703744e-30,PHLDA1,PHLDA1,protein_coding
ENSG00000123562,5053.520492728313,1.0055292045776283,0.08594639471660442,1.2182788098984757e-32,1.4938618786203377e-30,MORF4L2,MORF4L2,protein_coding
ENSG00000164125,5610.754486368422,1.1001095887564925,0.09466681299344246,2.4569887213830306e-32,2.987026288286515e-30,FAM198B,FAM198B,protein_coding
ENSG00000077684,1574.5194053254152,1.174521578679242,0.10122364075975125,2.9286871027107964e-32,3.530308927877828e-30,JADE1,JADE1,protein_coding
ENSG00000114270,1550.3545631133436,1.2072770029503328,0.10433393339067915,4.0570834410703763e-32,4.8494079719147085e-30,COL7A1,COL7A1,protein_coding
ENSG00000109861,4069.234512690117,0.9970447173652479,0.08585904651194855,4.3176344333323865e-32,5.1178360149766556e-30,CTSC,CTSC,protein_coding
ENSG00000144369,1310.2821284676202,-1.337320736102395,0.1163343918639205,6.389086669240964e-32,7.510608990354006e-30,FAM171B,FAM171B,protein_coding
ENSG00000181467,634.1790416252237,-1.2659753154614166,0.10986406109920224,7.650664909518282e-32,8.919922760080987e-30,RAP2B,RAP2B,protein_coding
ENSG00000155130,5682.800961805513,-1.1843771250178068,0.10322969319734837,9.459667938094175e-32,1.0939375345646467e-29,MARCKS,MARCKS,protein_coding
ENSG00000125868,15896.166508195249,0.8956008067323122,0.07769667654136249,1.1165318685123953e-31,1.2807701046548636e-29,DSTN,DSTN,protein_coding
ENSG00000110756,997.35497236592,1.544756626141285,0.13507449444006298,1.2067627012652358e-31,1.373199413023737e-29,HPS5,HPS5,protein_coding
ENSG00000164442,7526.9773642311,1.5177826701410702,0.13344250581263958,1.9032510593079358e-31,2.1485589736187364e-29,CITED2,CITED2,protein_coding
ENSG00000143320,1501.369161259657,-1.6228799805952563,0.14286772035468276,1.988397444199179e-31,2.2270051375030804e-29,CRABP2,CRABP2,protein_coding
ENSG00000138829,15719.725368631916,1.8782137370783747,0.1672661884044865,3.3665749787391266e-31,3.7411064451238543e-29,FBN2,FBN2,protein_coding
ENSG00000116584,2262.128876177233,-1.0157961633909591,0.090718202762278,6.97603642358111e-30,7.692026518528505e-28,ARHGEF2,ARHGEF2,protein_coding
ENSG00000196507,991.4113935000034,1.0321039121754858,0.09260804481121626,8.700158446487127e-30,9.51931182637176e-28,TCEAL3,TCEAL3,protein_coding
ENSG00000008256,3726.0257114811266,1.1526044546485184,0.10480298314485889,1.6931541313354046e-29,1.8384293407721217e-27,CYTH3,CYTH3,protein_coding
ENSG00000177283,115.2490983941496,2.439243058647054,0.22238191011285552,2.496522256069799e-29,2.690191861389153e-27,FZD8,FZD8,protein_coding
ENSG00000146592,673.5133800689531,-2.0234668962696656,0.18753270018058085,5.734307076556132e-29,6.132690515558978e-27,CREB5,CREB5,protein_coding
ENSG00000133216,345.88066170444404,-1.7540779334260526,0.16150669418943447,8.272164827753549e-29,8.78084123208705e-27,EPHB2,EPHB2,protein_coding
ENSG00000140545,9223.037519785283,1.084617898794884,0.09987322190746489,1.301337089144016e-28,1.37112731525811e-26,MFGE8,MFGE8,protein_coding
ENSG00000163491,161.24209043176847,-2.4670390100416575,0.22861583311569847,1.3439181056246238e-28,1.40558023047093e-26,NEK10,NEK10,protein_coding
ENSG00000205978,1609.398622307081,-1.1493366873742938,0.10599333155460092,1.463030872407112e-28,1.5189891335123184e-26,NYNRIN,NYNRIN,protein_coding
ENSG00000166482,26480.64355121277,-0.9603355477625751,0.08954053864915246,4.553463840698482e-28,4.693367367398203e-26,MFAP4,MFAP4,protein_coding
ENSG00000072958,2134.6628038797503,1.0597558104364582,0.09864729598441584,5.410096392912609e-28,5.536202236891291e-26,AP1M1,AP1M1,protein_coding
ENSG00000243244,998.5185239367672,1.3801346623410458,0.12897881736432185,5.490026644533628e-28,5.577867070846166e-26,STON1,STON1,protein_coding
ENSG00000096060,2566.226677376446,3.9599938244342323,0.38151829902962003,6.681870193678641e-28,6.740632740062766e-26,FKBP5,FKBP5,protein_coding
ENSG00000092621,1238.4924872466358,-1.4138763687576617,0.13281261453220702,8.049749381100338e-28,8.063354591321916e-26,PHGDH,PHGDH,protein_coding
ENSG00000123243,13860.658019546674,-0.9516911137053111,0.08895650532301169,8.726331081063187e-28,8.679953377415578e-26,ITIH5,ITIH5,protein_coding
ENSG00000136546,5003.790066977056,1.3379264222280454,0.1259056253761899,1.1510715168348902e-27,1.1370028649624637e-25,SCN7A,SCN7A,protein_coding
ENSG00000183160,3003.47127627075,-1.1643558323288168,0.11033915332421039,2.995135672007779e-27,2.938124813699217e-25,TMEM119,TMEM119,protein_coding
ENSG00000127083,305.15835689298365,1.7719607014107583,0.16876556625499922,3.74102417433429e-27,3.6446799901185574e-25,OMD,OMD,protein_coding
ENSG00000126878,93.97805316993852,-2.6335576890548094,0.25105333673078384,6.062109762873999e-27,5.8658128753142695e-25,AIF1L,AIF1L,protein_coding
ENSG00000165507,18395.363851071554,1.5143461386923796,0.14600356677121795,8.106887850695557e-27,7.791376539749568e-25,C10orf10,C10orf10,protein_coding
ENSG00000187498,2288.6608051466096,1.2829541224891083,0.12305779685502137,8.976406239208665e-27,8.569154519899601e-25,COL4A1,COL4A1,protein_coding
ENSG00000112773,519.4683588400925,-1.1889753099274032,0.11428797648299416,1.823934873037165e-26,1.7295766422720424e-24,FAM46A,FAM46A,protein_coding
ENSG00000102466,666.4937003686538,1.1863422197162348,0.1141791190855078,1.8610944853834504e-26,1.7531263549731255e-24,FGF14,FGF14,protein_coding
ENSG00000180914,570.1217903096394,1.8335702598452277,0.1775858503590174,2.311270770278302e-26,2.162862857660432e-24,OXTR,OXTR,protein_coding
ENSG00000177666,1705.4900467625564,1.0731557889202081,0.10333060059160135,2.419836067391294e-26,2.2496567465734485e-24,PNPLA2,PNPLA2,protein_coding
ENSG00000069431,851.5977573400494,1.0305361570888276,0.09919030401501364,2.6214205962490325e-26,2.4212393870809243e-24,ABCC9,ABCC9,protein_coding
ENSG00000110900,264.12989546166045,-1.4505355219101013,0.14005181781005113,2.814486588813756e-26,2.582790789631411e-24,TSPAN11,TSPAN11,protein_coding
ENSG00000131386,11519.576654226339,1.5777855818658975,0.15373025193578155,2.840453218547681e-26,2.5899106782450138e-24,GALNT15,GALNT15,protein_coding
ENSG00000177674,753.3813575850671,1.0871255402165572,0.10497474991379904,3.3412904665973057e-26,3.0271665985273932e-24,AGTRAP,AGTRAP,protein_coding
ENSG00000125848,179.76363589356367,-2.4458356909142234,0.2402357164658489,3.685746997313401e-26,3.318105398087709e-24,FLRT3,FLRT3,protein_coding
ENSG00000162496,3702.98432817365,1.0590558018278682,0.10272910398131194,4.743822467402335e-26,4.2437818098321266e-24,DHRS3,DHRS3,protein_coding
ENSG00000099204,850.6653138134436,1.3935976479144823,0.13573607952252903,5.0161582323430635e-26,4.4593646685529836e-24,ABLIM1,ABLIM1,protein_coding
ENSG00000169738,628.5195570771255,2.05000455898506,0.20265077994313727,6.613737474500571e-26,5.843093281819634e-24,DCXR,DCXR,protein_coding
ENSG00000148120,745.9462857532286,1.0764972557941412,0.10490476637516208,9.34517834013554e-26,8.205297327783205e-24,C9orf3,C9orf3,protein_coding
ENSG00000164742,355.73608922625715,-2.5509581413575,0.2550941926061869,1.2356475747303983e-25,1.078273073801545e-23,ADCY1,ADCY1,protein_coding
ENSG00000102554,149.7819282904736,2.428032510201591,0.241703466651216,3.245958011173293e-25,2.8152748018859095e-23,KLF5,KLF5,protein_coding
ENSG00000035664,634.6742119998635,1.6447617141709607,0.1637234235217517,3.3009279028698917e-25,2.845599908510384e-23,DAPK2,DAPK2,protein_coding
ENSG00000152580,6026.837965456373,-1.1450658374119316,0.11393470911859732,5.176498320405315e-25,4.4355730186412775e-23,IGSF10,IGSF10,protein_coding
ENSG00000013297,3451.5286781094737,-1.7507339678198997,0.17663275311816595,6.426772609216789e-25,5.473916981646683e-23,CLDN11,CLDN11,protein_coding
ENSG00000174136,2845.72970122076,-0.9642224464538096,0.09566686234564833,6.548704746240065e-25,5.544570018483255e-23,RGMB,RGMB,protein_coding
ENSG00000023909,1932.4657295264942,1.1907884722142255,0.1187079268970256,6.73092477912875e-25,5.665128642504577e-23,GCLM,GCLM,protein_coding
ENSG00000197043,14159.954210127382,0.8891733956940527,0.08910045736408782,6.919700774689573e-25,5.78975434230497e-23,ANXA6,ANXA6,protein_coding
ENSG00000163697,2272.097868671316,1.0481780083418366,0.10468130823195874,7.17163417023562e-25,5.965457569440437e-23,APBB2,APBB2,protein_coding
ENSG00000164070,594.6945723426102,-1.3079819304313984,0.1307812456299573,8.055476920515142e-25,6.661692076593452e-23,HSPA4L,HSPA4L,protein_coding
ENSG00000099194,789.6179669165907,-1.9673915603520873,0.19919321697009804,8.549384840319283e-25,7.029274564664825e-23,SCD,SCD,protein_coding
ENSG00000237697,127.06100205360188,1.9780288173584724,0.19763213940789864,9.14012272492605e-25,7.471787680422306e-23,LINC00312,LINC00312,lincRNA
ENSG00000183044,499.9334098455707,1.1285998274154525,0.11247822513582821,1.0480182104600445e-24,8.518292014619243e-23,ABAT,ABAT,protein_coding
ENSG00000128510,165.1665877520449,-2.2290430583238576,0.22483832893168373,1.4875237916160459e-24,1.202189682496968e-22,CPA4,CPA4,protein_coding
ENSG00000126950,790.8482012606919,-1.6849201532563258,0.1706912412273187,1.565142843825395e-24,1.2577735486199107e-22,TMEM35,TMEM35,protein_coding
ENSG00000177614,133.94295993305818,-2.527594794209601,0.256886086836232,1.6368935736866412e-24,1.3080434939392576e-22,PGBD5,PGBD5,protein_coding
ENSG00000091527,4885.025946337746,0.7434794278583732,0.07424920700546644,1.7704460837685018e-24,1.4068617371800652e-22,CDV3,CDV3,protein_coding
ENSG00000120837,1847.0734158266466,1.008213256255048,0.1011984929727377,1.9479631586150307e-24,1.5393237760077888e-22,NFYB,NFYB,protein_coding
ENSG00000138073,1701.6829409153488,1.0724673135235068,0.10782458534543145,2.074981255998993e-24,1.6306372036093746e-22,PREB,PREB,protein_coding
ENSG00000088756,689.2629982581831,-1.6275833452228525,0.16563402948345282,2.8503432512451737e-24,2.2276528794346897e-22,ARHGAP28,ARHGAP28,protein_coding
ENSG00000127824,229.95944734871927,-1.5425031294461604,0.15635140336827927,3.59027433689748e-24,2.7906044900562706e-22,TUBA4A,TUBA4A,protein_coding
